15,1,7,0.4289162740150261,True
50,2,15,0.6222938962471518,True
18,9,5,9.896829494354787,True
6,3,4,1.08501427040357,True
4,2,4,0.26817719722110056,True
36,9,12,4.803380198954116,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,sigmoid,-2.6458593617572324,4.924273,9223372036854775807
5120.0,sin,2.0375998557464046,4.924273,9223372036854775807
2048.0,sin,-1.8257899903188712,4.924273,1
3072.0,sin,0.2542283495425245,4.924273,2
1024.0,bound,-0.0009765588467272899,4.924273,1
3072.0,gauss,-0.02282017664348472,4.924273,1
3072.0,gauss,-0.49536355804781657,4.924273,1
3072.0,linear,0.20495224422534908,4.924273,1
4096.0,abs,0.0,4.924273,2
3584.0,sigmoid,-0.35546372227931367,4.924273,2
3584.0,bound,-0.45098381604501675,4.924273,1
3072.0,sigmoid,0.05064159720341255,4.924273,1
3328.0,abs,0.0,4.924273,1
fitness,-12
43,14,4,3.711058070546215,True
37,13,4,-9.334864390075147,True
39,12,5,-6.546527021552779,True
28,2,12,-0.32872494350920733,False
66,16,14,-0.21036996370339356,True
5,2,5,-1.886096764014455,True
46,3,14,0.3763733488770078,False
57,15,12,-4.88670713380867,True
3,1,5,0.72369999906321,True
33,2,13,0.6303517448649958,True
0,0,4,-2.7484030537599144,True
24,1,10,-4.367593492684037,True
14,8,6,-11.576883934695305,True
44,11,13,-1.658834511144197,True
9,6,4,6.093084095606271,True
45,3,13,-3.0447789279534394,True
2,1,4,-4.768249039657421,True
65,3,16,1.0002362283924797,True
11,7,5,-8.067183053886891,True
1,0,5,-4.66151681101933,True
19,1,9,0.03177095889023629,True
16,8,7,-10.552917113072722,True
13,0,8,5.080425678646977,True
7,3,5,-0.6773457157003987,True
20,10,5,-4.178630696311956,True
35,1,12,-3.274176534176388,True
12,7,4,-5.947486941308022,True
8,0,6,3.5049623417007387,True
15,1,7,0.4289162740150261,True
50,2,15,0.6222938962471518,True
18,9,5,9.896829494354787,True
6,3,4,1.08501427040357,True
4,2,4,0.26817719722110056,True
36,9,12,4.803380198954116,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,sigmoid,-2.6458593617572324,4.924273,9223372036854775807
5120.0,sin,2.0375998557464046,4.924273,9223372036854775807
2048.0,sin,-1.8257899903188712,4.924273,1
3072.0,sin,0.2542283495425245,4.924273,2
1024.0,bound,-0.0009765588467272899,4.924273,1
3072.0,gauss,-0.02282017664348472,4.924273,1
3072.0,gauss,-0.49536355804781657,4.924273,1
3072.0,linear,0.20495224422534908,4.924273,1
4096.0,abs,0.0,4.924273,2
3584.0,sigmoid,-0.35546372227931367,4.924273,2
3584.0,bound,-0.45098381604501675,4.924273,1
3072.0,sigmoid,0.05064159720341255,4.924273,1
3328.0,abs,0.0,4.924273,1
fitness,-12
43,14,4,3.711058070546215,True
37,13,4,-9.334864390075147,True
39,12,5,-6.546527021552779,True
28,2,12,-0.32872494350920733,False
66,16,14,-0.21036996370339356,True
5,2,5,-1.886096764014455,True
46,3,14,0.3763733488770078,False
57,15,12,-4.88670713380867,True
3,1,5,0.72369999906321,True
33,2,13,0.6303517448649958,True
0,0,4,-2.7484030537599144,True
24,1,10,-4.367593492684037,True
14,8,6,-11.576883934695305,True
44,11,13,-1.658834511144197,True
9,6,4,6.093084095606271,True
45,3,13,-3.0447789279534394,True
2,1,4,-4.768249039657421,True
65,3,16,1.0002362283924797,True
11,7,5,-8.067183053886891,True
1,0,5,-4.66151681101933,True
19,1,9,0.03177095889023629,True
16,8,7,-10.552917113072722,True
13,0,8,5.080425678646977,True
7,3,5,-0.6773457157003987,True
20,10,5,-4.178630696311956,True
35,1,12,-3.274176534176388,True
12,7,4,-5.947486941308022,True
8,0,6,3.5049623417007387,True
15,1,7,0.4289162740150261,True
50,2,15,0.6222938962471518,True
18,9,5,9.896829494354787,True
6,3,4,1.08501427040357,True
4,2,4,0.26817719722110056,True
36,9,12,4.803380198954116,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,sigmoid,-2.6458593617572324,4.924273,9223372036854775807
5120.0,sin,2.0375998557464046,4.924273,9223372036854775807
2048.0,sin,-1.8257899903188712,4.924273,1
3072.0,sin,0.2542283495425245,4.924273,2
1024.0,bound,-0.0009765588467272899,4.924273,1
3072.0,gauss,-0.02282017664348472,4.924273,1
3072.0,gauss,-0.49536355804781657,4.924273,1
3072.0,linear,0.20495224422534908,4.924273,1
4096.0,abs,0.0,4.924273,2
3584.0,sigmoid,-0.35546372227931367,4.924273,2
3584.0,bound,-0.45098381604501675,4.924273,1
3072.0,sigmoid,0.05064159720341255,4.924273,1
3328.0,abs,0.0,4.924273,1
fitness,-12
43,14,4,3.711058070546215,True
37,13,4,-9.334864390075147,True
39,12,5,-6.546527021552779,True
28,2,12,-0.32872494350920733,False
66,16,14,-0.21036996370339356,True
5,2,5,-1.886096764014455,True
46,3,14,0.3763733488770078,False
57,15,12,-4.88670713380867,True
3,1,5,0.72369999906321,True
33,2,13,0.6303517448649958,True
0,0,4,-2.7484030537599144,True
24,1,10,-4.367593492684037,True
14,8,6,-11.576883934695305,True
44,11,13,-1.658834511144197,True
9,6,4,6.093084095606271,True
45,3,13,-3.0447789279534394,True
2,1,4,-4.768249039657421,True
65,3,16,1.0002362283924797,True
11,7,5,-8.067183053886891,True
1,0,5,-4.66151681101933,True
19,1,9,0.03177095889023629,True
16,8,7,-10.552917113072722,True
13,0,8,5.080425678646977,True
7,3,5,-0.6773457157003987,True
20,10,5,-4.178630696311956,True
35,1,12,-3.274176534176388,True
12,7,4,-5.947486941308022,True
8,0,6,3.5049623417007387,True
15,1,7,0.4289162740150261,True
50,2,15,0.6222938962471518,True
18,9,5,9.896829494354787,True
6,3,4,1.08501427040357,True
4,2,4,0.26817719722110056,True
36,9,12,4.803380198954116,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,sigmoid,-2.6458593617572324,4.924273,9223372036854775807
5120.0,sin,2.0375998557464046,4.924273,9223372036854775807
2048.0,sin,-1.8257899903188712,4.924273,1
3072.0,sin,0.2542283495425245,4.924273,2
1024.0,bound,-0.0009765588467272899,4.924273,1
3072.0,gauss,-0.02282017664348472,4.924273,1
3072.0,gauss,-0.49536355804781657,4.924273,1
3072.0,linear,0.20495224422534908,4.924273,1
4096.0,abs,0.0,4.924273,2
3584.0,sigmoid,-0.35546372227931367,4.924273,2
3584.0,bound,-0.45098381604501675,4.924273,1
3072.0,sigmoid,0.05064159720341255,4.924273,1
3328.0,abs,0.0,4.924273,1
fitness,-12
37,13,4,-2.0414434759267786,True
39,12,5,-6.259677569884835,True
28,2,12,1.9943666529871438,True
5,2,5,-2.168429598635507,True
42,2,14,-1.4471529859047998,True
47,14,5,-3.719347327403612,True
3,1,5,2.5290441727693445,True
0,0,4,1.7864907588829055,True
24,1,10,4.193734391256063,True
14,8,6,-5.919560853428433,True
44,11,13,1.5396099819369966,True
9,6,4,-1.2508623376081194,True
35,11,4,6.36422880143363,True
26,6,11,2.482558695339539,True
2,1,4,2.257815167103913,False
1,0,5,-0.2001212693695742,True
19,1,9,0.36423982417556205,True
16,8,7,-8.077446690041443,True
13,0,8,4.111390763076236,True
7,3,5,-2.0941852634791713,True
20,10,5,3.2731413946638637,True
12,7,4,4.084317347092236,True
8,0,6,1.8163770710071216,True
15,1,7,-3.050878242611229,True
18,9,5,1.7915054817428575,True
6,3,4,8.546762511585893,True
4,2,4,3.6281151760166144,True
36,9,12,1.8003430986089255,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,gauss,-0.8473853473069768,4.924273,9223372036854775807
5120.0,sin,2.66142453070833,4.924273,9223372036854775807
2048.0,abs,-0.6065560209914584,4.924273,1
3072.0,gauss,-0.47953942664478916,4.924273,2
1024.0,bound,0.5730225374107951,4.924273,1
3072.0,gauss,-1.7373540773299707,4.924273,1
3072.0,abs,-0.31634654255502803,4.924273,1
3072.0,linear,-0.7636052797314523,4.924273,1
4096.0,linear,-0.1851027135010629,4.924273,2
3584.0,sin,0.0,4.924273,2
3584.0,gauss,-0.8556847557622398,4.924273,1
fitness,-15
37,13,4,-2.0414434759267786,True
39,12,5,-6.259677569884835,True
28,2,12,1.9943666529871438,True
5,2,5,-2.168429598635507,True
42,2,14,-1.4471529859047998,True
47,14,5,-3.719347327403612,True
3,1,5,2.5290441727693445,True
0,0,4,1.7864907588829055,True
24,1,10,4.193734391256063,True
14,8,6,-5.919560853428433,True
44,11,13,1.5396099819369966,True
9,6,4,-1.2508623376081194,True
35,11,4,6.36422880143363,True
26,6,11,2.482558695339539,True
2,1,4,2.257815167103913,False
1,0,5,-0.2001212693695742,True
19,1,9,0.36423982417556205,True
16,8,7,-8.077446690041443,True
13,0,8,4.111390763076236,True
7,3,5,-2.0941852634791713,True
20,10,5,3.2731413946638637,True
12,7,4,4.084317347092236,True
8,0,6,1.8163770710071216,True
15,1,7,-3.050878242611229,True
18,9,5,1.7915054817428575,True
6,3,4,8.546762511585893,True
4,2,4,3.6281151760166144,True
36,9,12,1.8003430986089255,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,gauss,-0.8473853473069768,4.924273,9223372036854775807
5120.0,sin,2.66142453070833,4.924273,9223372036854775807
2048.0,abs,-0.6065560209914584,4.924273,1
3072.0,gauss,-0.47953942664478916,4.924273,2
1024.0,bound,0.5730225374107951,4.924273,1
3072.0,gauss,-1.7373540773299707,4.924273,1
3072.0,abs,-0.31634654255502803,4.924273,1
3072.0,linear,-0.7636052797314523,4.924273,1
4096.0,linear,-0.1851027135010629,4.924273,2
3584.0,sin,0.0,4.924273,2
3584.0,gauss,-0.8556847557622398,4.924273,1
fitness,-15
37,13,4,-2.0414434759267786,True
39,12,5,-6.259677569884835,True
28,2,12,1.9943666529871438,True
5,2,5,-2.168429598635507,True
42,2,14,-1.4471529859047998,True
47,14,5,-3.719347327403612,True
3,1,5,2.5290441727693445,True
0,0,4,1.7864907588829055,True
24,1,10,4.193734391256063,True
14,8,6,-5.919560853428433,True
44,11,13,1.5396099819369966,True
9,6,4,-1.2508623376081194,True
35,11,4,6.36422880143363,True
26,6,11,2.482558695339539,True
2,1,4,2.257815167103913,False
1,0,5,-0.2001212693695742,True
19,1,9,0.36423982417556205,True
16,8,7,-8.077446690041443,True
13,0,8,4.111390763076236,True
7,3,5,-2.0941852634791713,True
20,10,5,3.2731413946638637,True
12,7,4,4.084317347092236,True
8,0,6,1.8163770710071216,True
15,1,7,-3.050878242611229,True
18,9,5,1.7915054817428575,True
6,3,4,8.546762511585893,True
4,2,4,3.6281151760166144,True
36,9,12,1.8003430986089255,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,gauss,-0.8473853473069768,4.924273,9223372036854775807
5120.0,sin,2.66142453070833,4.924273,9223372036854775807
2048.0,abs,-0.6065560209914584,4.924273,1
3072.0,gauss,-0.47953942664478916,4.924273,2
1024.0,bound,0.5730225374107951,4.924273,1
3072.0,gauss,-1.7373540773299707,4.924273,1
3072.0,abs,-0.31634654255502803,4.924273,1
3072.0,linear,-0.7636052797314523,4.924273,1
4096.0,linear,-0.1851027135010629,4.924273,2
3584.0,sin,0.0,4.924273,2
3584.0,gauss,-0.8556847557622398,4.924273,1
fitness,-15
37,13,4,-2.0414434759267786,True
39,12,5,-6.259677569884835,True
28,2,12,1.9943666529871438,True
5,2,5,-2.168429598635507,True
42,2,14,-1.4471529859047998,True
47,14,5,-3.719347327403612,True
3,1,5,2.5290441727693445,True
0,0,4,1.7864907588829055,True
24,1,10,4.193734391256063,True
14,8,6,-5.919560853428433,True
44,11,13,1.5396099819369966,True
9,6,4,-1.2508623376081194,True
35,11,4,6.36422880143363,True
26,6,11,2.482558695339539,True
2,1,4,2.257815167103913,False
1,0,5,-0.2001212693695742,True
19,1,9,0.36423982417556205,True
16,8,7,-8.077446690041443,True
13,0,8,4.111390763076236,True
7,3,5,-2.0941852634791713,True
20,10,5,3.2731413946638637,True
12,7,4,4.084317347092236,True
8,0,6,1.8163770710071216,True
15,1,7,-3.050878242611229,True
18,9,5,1.7915054817428575,True
6,3,4,8.546762511585893,True
4,2,4,3.6281151760166144,True
36,9,12,1.8003430986089255,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,gauss,-0.8473853473069768,4.924273,9223372036854775807
5120.0,sin,2.66142453070833,4.924273,9223372036854775807
2048.0,abs,-0.6065560209914584,4.924273,1
3072.0,gauss,-0.47953942664478916,4.924273,2
1024.0,bound,0.5730225374107951,4.924273,1
3072.0,gauss,-1.7373540773299707,4.924273,1
3072.0,abs,-0.31634654255502803,4.924273,1
3072.0,linear,-0.7636052797314523,4.924273,1
4096.0,linear,-0.1851027135010629,4.924273,2
3584.0,sin,0.0,4.924273,2
3584.0,gauss,-0.8556847557622398,4.924273,1
fitness,-15
37,13,4,-2.0414434759267786,True
39,12,5,-6.259677569884835,True
28,2,12,1.9943666529871438,True
5,2,5,-2.168429598635507,True
42,2,14,-1.4471529859047998,True
47,14,5,-3.719347327403612,True
3,1,5,2.5290441727693445,True
0,0,4,1.7864907588829055,True
24,1,10,4.193734391256063,True
14,8,6,-5.919560853428433,True
44,11,13,1.5396099819369966,True
9,6,4,-1.2508623376081194,True
35,11,4,6.36422880143363,True
26,6,11,2.482558695339539,True
2,1,4,2.257815167103913,False
1,0,5,-0.2001212693695742,True
19,1,9,0.36423982417556205,True
16,8,7,-8.077446690041443,True
13,0,8,4.111390763076236,True
7,3,5,-2.0941852634791713,True
20,10,5,3.2731413946638637,True
12,7,4,4.084317347092236,True
8,0,6,1.8163770710071216,True
15,1,7,-3.050878242611229,True
18,9,5,1.7915054817428575,True
6,3,4,8.546762511585893,True
4,2,4,3.6281151760166144,True
36,9,12,1.8003430986089255,True
0.0,sin,0.0,4.924273,0
1024.0,sin,0.0,4.924273,0
2048.0,sin,0.0,4.924273,0
3072.0,sin,0.0,4.924273,0
4096.0,gauss,-0.8473853473069768,4.924273,9223372036854775807
5120.0,sin,2.66142453070833,4.924273,9223372036854775807
2048.0,abs,-0.6065560209914584,4.924273,1
3072.0,gauss,-0.47953942664478916,4.924273,2
1024.0,bound,0.5730225374107951,4.924273,1
3072.0,gauss,-1.7373540773299707,4.924273,1
3072.0,abs,-0.31634654255502803,4.924273,1
3072.0,linear,-0.7636052797314523,4.924273,1
4096.0,linear,-0.1851027135010629,4.924273,2
3584.0,sin,0.0,4.924273,2
3584.0,gauss,-0.8556847557622398,4.924273,1
fitness,-15
